-0.5, 0.06
-0.45, 0.0466280783515093
-0.4, 0.0334950310570319
-0.35, 0.020593026645307693
-0.3, 0.007914169318946503
-0.25, -0.004549485697440731
-0.2, -0.016805917846867285
-0.15, -0.028863127975473753
-0.1, -0.040729125968163214
-0.05, -0.0524119193917309
0.0, -0.06391950303309504
0.05, -0.07525984926962741
0.1, -0.08644089945041189
0.15, -0.09747055585066416
0.2, -0.10835667459417174
0.25, -0.11910705923708023
0.3, -0.12972945506878644
0.35, -0.14023154405889512
0.4, -0.1506209405465441
0.45, -0.16090518734075548
0.5, -0.1710917525382009
