-0.5, 0.656, 0.138, 0.5660000000000001
-0.45, 0.6496118593288648, 0.141402227692882, 0.5637309895544733
-0.4, 0.6434619802417985, 0.14461994069704007, 0.5614586888586034
-0.35, 0.6375374924379122, 0.14766184757768486, 0.5591853939431654
-0.3, 0.6318262457014512, 0.15053622706241618, 0.556913211269513
-0.25, 0.6263167697776639, 0.15325095024626662, 0.554644070017181
-0.2, 0.6209982364667647, 0.1558135016178139, 0.5523797336420163
-0.15, 0.6158604238372454, 0.1582309989585705, 0.5501218107563888
-0.1, 0.6108936823646515, 0.1605102122133435, 0.5478717653369798
-0.05, 0.606088903033964, 0.16265758131817235, 0.5456309263606245
0.0, 0.6014374871389087, 0.16467923311758673, 0.5434004968326845
0.05, 0.5969313178062289, 0.16658099736338272, 0.5411815622964766
0.1, 0.5925627330358965, 0.16836842189481888, 0.5389750987998156
0.15, 0.5883245003197676, 0.17004678698147663, 0.5367819804207798
0.2, 0.5842097926056882, 0.1716211189363652, 0.5346029863068168
0.25, 0.5802121656266261, 0.17309620299869077, 0.53243880730183
0.3, 0.5763255364668628, 0.17447659554661357, 0.5302900521571483
0.35, 0.5725441633462794, 0.17576663565770329, 0.5281572533778036
0.4, 0.568862626505748, 0.17697045607029493, 0.5260408726973911
0.45, 0.5652758101647848, 0.17809199356628203, 0.5239413062210088
0.5, 0.5617788854840404, 0.17913499880965772, 0.5218588892514623
